Title,Content Preview,Category
Digital Business Werkstatt erfolgreich lanciert,"
                    Donnerstagmorgen, kurz vor 09:00 Uhr: Normalerweise sitze ich zu diesem Zeitpunkt mit meiner morgendlichen Tasse Kaffee an meinem Schreibtisch in der Müller-Friedberg-Strasse und geniesse die Ruhe. Doch heute ist es anders. Es ist der zweite Digital Tag (25.10.2018) in der Schweiz.

Zum ersten Mal findet die ""Digital Business Werkstatt – Ideen erfolgreich zum Fliegen bringen"" statt. Der von der Studentin Christina Bibawi und mir entwickelte Workshop soll Schulkindern problemlösungsorientiertes, unternehmerisches und digitales Handeln näherbringen, indem sie den Design-Thinking-Prozess, das Business Model Canvas und diverse Technologien kennenlernen.

Blickt man in meine Vergangenheit zurück, dann habe ich noch nie mit Schulkindern zusammengearbeitet. Gerade deswegen bin ich etwas...									",Kategorien Archiv: Learning Innovations
Top Learning Tools 2018,"
                    Seit 2007 stellt Jane Hart vom ""Centre for Learning & Performance Technologies"" basierend auf den Resultaten der ""Annual Digital Learning Tools Survey"" jährlich eine Liste der meist genutzten digitalen Lerntools zusammen. Auf der daraus entstandenen Infografik gibt es viel Interessantes zu entdecken. Während die am häufigsten benutzten Lerntools überwiegend ""alte Bekannte"" wie PowerPoint, Google Docs und Youtube sind, tummeln sich gerade in der Peripherie der Abbildung viele spannende und innovative Werkzeuge, darunter sli.do, HiHaHo, genial.ly oder Pluralsight.

Das Beitragsbild dieses Artikels zeigt eine Version in reduzierter Auflösung, die interaktive Infografik finden Sie hier....									",Kategorien Archiv: Learning Innovations
World Climate – Ein Spiel für den Klimaschutz (und Vorbild für modernes Lernen),"
                    Wie kann man Menschen die Auswirkungen des Klimawandels näher bringen? Und vor allem: wie kann man ihnen mögliche Lösungswege nicht nur erklären, sondern sie für sie verständlich und erlebbar machen? Die Antwort auf diese Fragen liefert das Spiel ""World Climate"" - eine Rollenspiel-Simulation der UN Klimaverhandlungen. Darin können die Teilnehmer selbst in die Rolle eines Unterhändlers schlüpfen und mit ihren Mitspielern Deals aushandeln. Das Besondere dabei ist, dass die Resultate der Verhandlungen direkt in ein interaktives Computer-Modell eingetragen werden, welches die Auswirkungen der Entscheidungen visualisiert. So können die Teilnehmer die Folgen ihres Handelns direkt beobachten und viel einprägsamere Lernerfahrungen sammeln, als dies bei einem reinen Vortrag der Fall wär...									",Kategorien Archiv: Learning Innovations
Lernen ist Thema im Internet Trend Report 2018,"
                    Jedes Jahr wird es Ende Mai spannend, wenn der jährlich neue Analystenreport zu Internet Trends herauskommt und von Mary Meeker vorgetragen wird. (Es sind diesmal knapp 300 Seiten, aber durch das Folienformat kann man recht schnell einen Überblick gewinnen). Für Lehrveranstaltungen zur Internetwirtschaft und Digitalstrategien ist er ein Füllhorn von fundierten Daten und Einsichten, was weltweit die beachtenswerten aktuellen Entwicklungen sind.


Bemerkenswert ist, dass in 2018 bereits im Vorspann (Folie 3) das Themenfeld ""Lernen"" angesprochen wird: ""We focus on … ways in which the Internet is helping consumers … find learning opportunities."" Auf Folie 231 werden als Wachstumstreiber des 21. Jahrhunderts Rechnerleistung und ""Human Potential"" genannt – für das 19. und 20. Jhd. ...									",Kategorien Archiv: Learning Innovations
Khan Lab School – Im Silicon Valley wird Schule neu erfunden (Interview Teil 1 von 4),"
                    Dass Online-Shops Ladengeschäfte aufmachen, sie aber ganz anders als traditionell gestalten, das kennt man inzwischen. Wenn aber ein reiner Online-Lerndienstleister wie die Khan Academy eine Präsenzschule gründet, lässt das aufhorchen: Welche Schultraditionen werden über Bord geworfen? Was wird – von digitalem Grund auf – völlig neu gedacht und gemacht? Erfahren Sie dies in einer 4-teiligen Serie von kurzen Interviewsequenzen direkt von Dominic Liechti, dem Direktor der Khan Lab School, Mountain View (in deutscher Sprache):

(Teil 1 von 4 - 4:48 min) Hätten Sie gedacht, dass digitale Technologie die Verwirklichung altbekannter pädagogischer Ideale ermöglicht? Wird im Silicon Valley der Unternehmergeist schon in der Schule geweckt? Und warum bei aller Digitalisierung der „H...									",Kategorien Archiv: Learning Innovations
Follow up zum Newsletter-Artikel zu Code-Plattformen – was über den Sommer geschah,"
                    App Mimo und Programmiersprache Ruby on Rails, oder make magic happen!
Im Mai-Newsletter habe ich verschiedene Plattformen vorgestellt, die spielerisch Coding (Programmierung) vermitteln. Ich habe mir über den Sommer die Programmier-App Mimo näher angeschaut.

Mimo ist eine App (erst mal nur im iTunes Store erhältlich), mit der man von Website-Programmierung (HTML und CSS), Cybersecurity, Phyton oder SQL oder die Sprache Ruby lernen kann (dies ist nur eine Auswahl - die App bietet noch viel mehr). Das User Interface von Mimo ist schön aufbereitet, einfach zu folgen und macht grossen Spass. Einziger Nachteil: Es gibt eine Abogebühr von CHF 52.- pro Jahr, welche erst die Lern-Kurse freischaltet.

Zusätzlich zur App habe ich an einem Railsgirls Workshop im Impact Hub Anfang August ...									",Kategorien Archiv: Learning Innovations
Internettrends 2017 von Mary Meeker,"
                    Jedes Jahr veröffentlicht die Analystin Mary Meeker von Kleiner Perkins Caufield & Byers (KPCB) ihre „Internet Trends“. Diese Berichte zeichnen sich durch eine fundierte Recherche aus, ordnen Trends in ein Gesamtbild ein und sind daher eine gute Inspirationsquelle.

Die eindrücklichsten Trends in diesem Jahr sind die Stellhebel im Online Advertising mit Facebook, Google und Co., die Fortschritte in interaktiven Games mit Augmented und Virtual Reality und die zunehmende Wichtigkeit der Cloud.

 

Bildquelle: Kleiner Perkins Caufield & Byers...									",Kategorien Archiv: Learning Innovations
re:publica – Die besten Vorträge rund um E-Learning & Kollaboration,"
                    Die re:publica ist eine der wichtigsten Konferenzen zum Thema digitale Gesellschaft. In über 770 Vorträgen, Panels und Workshops werden verschiedenste Themen behandelt - von digitaler Innovation, Technologien, Datenschutz bis hin zu Kunst und Popkultur. Aus dem reichhaltigen Vortragsprogramm, das zu einem grossen Teil auch aufgezeichnet wurde und auf Youtube zu finden ist, haben wir hier drei sehenswerte Vorträge herausgesucht:



Ruth Daniel stellt in ihrem Vortrag ""The Creative Entrepreneurial Ecosystem: Democratising Learning"" Wege und Beispiele vor, wie Ausbildung kollaborativer, internationaler und moderner gestaltet werden kann.



Günther Dueck denkt in seinem Vortrag ""Flachsinn"" über die Aufmerksamkeitsökonomie und gute und schlechte Aufmerksamkeit nach.



Mir...									",Kategorien Archiv: Learning Innovations
9 Plattformen zum Programmieren lernen,"
                    Man hört immer wieder, fast schon täglich, dass Code die neue Art der ""Schriftkundigkeit"" (Engl. Literacy) ist. In seinem Blog hat Larry Kim, CEO von Mobile Monkey, nicht nur Gründe, wieso man Coden lernen sollte, zusammengetragen, sondern stellt auch 9 Plattformen vor, auf denen man verschiedene Programmiersprachen lernen kann - spielerisch und in Apps, also anytime, anywhere.

Ich werde mir über den Sommer die beiden Plattformen Codeacadmy Hour of Code und Mimo (Javvy für Java) näher anschauen. Codeacademy eher für die Zeitblöcke, wo ich mir regelmässig Zeit nehmen werde, und Javvy für zwischendurch, sei es, auf den Zug wartend oder zwischen zwei Meetings. Ich werde Sie auf dem Laufenden halten.

Bildquelle: Maxpixel

 ...									",Kategorien Archiv: Learning Innovations
Beitrag Marketplace an der SeLC: Mini Design Thinking Sprint zur Zukunft der Lehre,"
                    An der diesjährigen Schweizer E-Learning Konferenz (SeLC) in Oerlikon vom 4/5. April 2017 war unser Lehrstuhl mit einem Marketplace Beitrag vertreten. Vanessa Guggisberg hat einen Mini-Design Thinking Sprint mit den Teilnehmenden zum Thema ""Wie sieht eine bedürfnisorientierte Lehre in Zukunft aus?"" moderiert und in einem zweiten Schritt ihre 10 Learnings vom openSAP Kurs ""Imagine IoT"", wo mittels Design Thinking Tools ein Prototyp zu einem Internet of Things-Use Case ""gebaut"" wurde, vorgestellt.

 



 

 ...									",Kategorien Archiv: Learning Innovations
Digitalisierung von Schulen mit der Schul-Cloud,"
                    Die digitale Transformation ist nicht nur für Unternehmen, sondern auch für Bildungseinrichtungen ein dringendes und relevantes Thema. Bei der Digitalisierung in der Schule hapert es allerdings noch an vielen Stellen, beispielsweise in der Ausstattung der Schulen mit geeigneten Geräten, was verschiedene Studien bereits belegen. Ein Forschungsprojekt, das dem Abhilfe schaffen möchte, ist das Projekt ""Schul-Cloud"" des Hasso Plattner Instituts.

Mit Hilfe der Schul-Cloud werden Lernangebote zentral gebündelt und den Schulen via Cloud-Technologie zugänglich gemacht. Diese Anwendungen können nicht nur im Rahmen des regulären Schulunterrichts, sondern auch von den Schülern individuell genutzt werden. Ein sehr ehrgeiziges Projekt, denn es entlastet zwar potenziell die Schulen bei der B...									",Kategorien Archiv: Learning Innovations
Wie kann die Abbrecherquote von MOOCs reduziert werden?,"
                    Es ist nichts Neues, dass Massive Open Online Courses eine sehr hohe Abbrecherquote verzeichnen (dazu liest man allerhand unterschiedliche Zahlen). Fakt ist, dass die Kurse leider meistens immer noch für eine durchschnittliche Masse gestaltet sind, nicht aber auf einen einzelnen Teilnehmer angepasst werden können. 

Harvard University und ein Lernplattform-Anbieter (TutorGen) haben vor diesem Hintergrund die MOOC Plattform (edX) mit einem intelligenten Tutoring System (SCALE) gekoppelt und so die Lernumgebung adaptiv gestaltet und gesteuert. Dabei war es ihnen möglich, im Rahmen eines experimentellen Desings (Experimentalgruppe und Kontrollgruppe, 435 Lernende), positive Erkenntnisse zur Bearbeitung von Aufgaben zu gewinnen. So zum Beispiel verzeichnete die Experimentalgruppe mit ada...									",Kategorien Archiv: Learning Innovations
Digitalisierung in der Schule – woran hapert es?,"
                    Der Einsatz von digitalen Medien in der Schule ist häufig Alltag. Sind die Schüler längst mit Smartphones ständig digital unterwegs, ist dies bei den Lehrern nicht immer der Fall. Daher sind einige Lehrer unsicher in der Verwendung, gerade wenn technische Probleme auftreten oder wenn sie davon ausgehen, dass die Schüler sich in bestimmten Anwendungen oder Medien besser auskennen als sie selbst. Dieser Artikel der FAZ zeigt einige Unsicherheiten von Lehrkräften in diesem Bereich auf.

Die Studie ""Digitale Schule - vernetztes Lernen"" von BITKOM zeigt, dass die meisten Lehrer digitalen Medien gegenüber aufgeschlossen sind. Viele Lehrer, aber auch die Schüler, sind allerdings mit der IT-Ausstattung in Schulen unzufrieden.

Eine andere aktuelle Studie ist die Sonderstudie ""Schule Di...									",Kategorien Archiv: Learning Innovations
Gruppen gerechter zuteilen mit Flippity,"
                    Wer hält seine Präsentation als erstes? Wer bildet mit wem eine Gruppe? Wer bekommt die Verantwortung für eine bestimmte Aufgabe? Diese Fragen haben sich die meisten Dozierenden und Lehrkräfte in ihrem Berufsleben schon unzählige Male gestellt. Oftmals sind solche Entscheidungen mit erheblichem Diskussions- und Konfliktpotenzial behaftet und resultieren im Verlust wertvoller Unterrichtszeit. Wie lassen sich die angesprochenen Auswahl- und Gruppenbildungsprozesse also in einer effizienteren, transparenteren und vor allem faireren Art und Weise gestalten?

Das webbasierte Tool ""Random Name Picker"" von Flippity.net bietet hierfür eine Lösung und beinhaltet unter anderem die folgenden Funktionalitäten:

 	Generierung von Listen mit allen Kursteilnehmer in zufälliger Reihenfolge
 ...									",Kategorien Archiv: Learning Innovations
Khan Lab School Learning Spaces – So sieht die Schule der Zukunft aus!,"
                    Im Silicon Valley werden nicht nur Startups und neue Technologien vorangetrieben, sondern auch die Zukunft der Bildung neu gedacht. Ein Beispiel, das wir bereits in vergangenen Artikeln vorgestellt haben, ist die Khan Lab School. Hier werden neue Bildungskonzepte erforscht und ausprobiert. Das Video unten zeigt, welche Rolle das Lernraumdesign dabei spielt und wie eine innovativ gestaltete Umgebung neue Lern- und Arbeitsformen ermöglicht.									",Kategorien Archiv: Learning Innovations
M-Learning: Wenn das Smartphone dich smart macht,"
                    Um sich neues Wissen anzueignen oder neue Fähigkeiten zu erlernen, braucht man Zeit - Zeit, die in einer immer schnelllebigeren Geschäftswelt immer knapper wird. Wann kann man sich schon mal mehrere Stunden am Stück Zeit nehmen, um ein Buch zu lesen oder sich vertieft mit einer neuen Materie zu beschäftigen? Viele Menschen sind mit dem ""daily business"" so sehr ausgelastet, dass zum bewussten Erlernen neuer Fertigkeiten neben der Arbeit kaum mehr Zeit bleibt. Dieses Zeitproblem beflügelt den Trend zum mobilen Lernen, dem M-Learning.

Während der Begriff ""M-Learning"" zunächst nur impliziert, dass der Lerninhalt über ein mobiles Endgerät vermittelt wird, ist hierbei in der Regel auch die Art des Lernens eine andere. Die wenigsten Menschen haben Freude daran, ein langes Buch auf ei...									",Kategorien Archiv: Learning Innovations
Fremdsprachen lernen für Fortgeschrittene mit LingQ oder Duolingo,"
                    Wenn man nach Empfehlungen für die besten Online-Lernlösungen sucht, ist in aller Regel auch Duolingo  darunter. Ein kurzer Einstufungstest prüft Vorkenntnisse in der betreffenden Sprache und dann werden die Aufgaben serviert. Hier ein Erfahrungsbericht von meinen (Andrea Back) wenigen Nutzungswochen. Sehr gut gefallen hat mir, dass man allein mit dem Smartphone arbeiten kann. Als Lernende mit Vorkenntnissen in Spanisch wurde mir allerdings schnell etwas langweilig, denn die Aufgaben sind trotz Einstufung zu einfach, und die ganze Prozedur fühlt sich auch eher nach Schule an. Der weitgehend vorgegebene Lernweg zum Beispiel ist für den Einstieg sicher gut ist, aber passt nicht wirklich zu meiner Situation, im Land die Sprache zu lernen. Hinsichtlich Sprechfähigkeit bringt Duolingo mi...									",Kategorien Archiv: Learning Innovations
Teach to One: Das Lernmodell der Zukunft?,"
                    Personalisiertes Lernen wurde kürzlich in einem Financial Times Special Report als eine von 50 ausgewählten ""Ideen, die Welt zu verändern"" gekürt. Doch was hat es mit diesem Ansatz auf sich? Das Problem, das durch einen personalisierten Lernansatz adressiert wird, ist, dass in vielen Schulklassen Kinder mit sehr unterschiedlichen Wissenständen, Kompetenzen und Lerngeschwindigkeiten sitzen. Ein Lehrer kann somit unmöglich allen Kindern gleichermassen gerecht werden. Digitale Technologien ermöglichen es jedoch, Lerninhalte individuell für jedes Kind anzupassen. Zum Beispiel kann auf digitalen Lernplattformen gemessen werden, welche Inhalte angeschaut und welche Aufgaben absolviert wurden und wie gut jedes Kind dabei abgeschnitten hat. Basierend auf diesen kontinuierlich erhobenen Dat...									",Kategorien Archiv: Learning Innovations
Wie Augmented Reality das Lernen revolutionieren wird,"
                    Unsere Gehirne sind evolutionär auf die Verarbeitung von Eindrücken in 3D ausgerichtet. Diese angeborene Fähigkeit in Kombination mit den Möglichkeiten, die neue Technologien wie Augmented und Virtual Reality bieten, können wir uns insbesondere im Bereich des Lernens zunutze machen. In einem spannenden Ted Talk erklärt Florian Radke wie die Zukunft des Lernens aussehen könnte.									",Kategorien Archiv: Learning Innovations
"Lernen selbst in die Hand nehmen – angefangen mit Lesen, Schreiben und Rechnen","
                    Ist es nicht ein visionäres Unterfangen: Software zu entwickeln, mit der Kinder ihr Lernen selbst in die Hand nehmen und sich Lesen, Schreiben und Rechnen eigenhändig beibringen! Nichts weniger will der Global Learning XPRIZE. Die 5 Finalisten stehen inzwischen fest: https://learning.xprize.org/teams  und können mit je 1 Million Dollar ihre Arbeit vorantreiben. Nur mit Wirkungsnachweis ist das Preisgeld von 15 Millionen zu gewinnen. Die Motivationen und die Aufbruchstimmung, verbunden mit Impressionen aus der Feldarbeit der Finalisten-Teams hier im XPRIZE-Video, sind ergreifend. Man kann allen nur den Durchbruch wünschen, damit es in einigen Jahren rückblickend heisst: “This is when learning changed” (Min. 2:41)....									",Kategorien Archiv: Learning Innovations
Khan Lab School – Im Silicon Valley wird Schule neu erfunden (Interview Teil 4 von 4),"
                    Dass Online-Shops Ladengeschäfte aufmachen, sie aber ganz anders als traditionell gestalten, das kennt man inzwischen. Wenn aber ein reiner Online-Lerndienstleister wie die Khan Academy eine Präsenzschule gründet, lässt das aufhorchen: Welche Schultraditionen werden über Bord geworfen? Was wird – von digitalem Grund auf – völlig neu gedacht und gemacht? Erfahren Sie dies in einer 4-teiligen Serie von kurzen Interviewsequenzen direkt von Dominic Liechti, dem Direktor der Khan Lab School, Mountain View (in deutscher Sprache):

(Teil 4 von 4 – 6:11 min) Was soll Schule überhaupt noch unterrichten, nachdem uns in Zukunft durch Artifical Intelligence die Maschinen viel Arbeit abnehmen werden? Und wenn Jugendliche vom Kindergarten bis zur Matura (Abitur) so andersartig lernsoziali...									",Kategorien Archiv: Learning Innovations
Khan Lab School – Im Silicon Valley wird Schule neu erfunden (Interview Teil 3 von 4),"
                    Dass Online-Shops Ladengeschäfte aufmachen, sie aber ganz anders als traditionell gestalten, das kennt man inzwischen. Wenn aber ein reiner Online-Lerndienstleister wie die Khan Academy eine Präsenzschule gründet, lässt das aufhorchen: Welche Schultraditionen werden über Bord geworfen? Was wird – von digitalem Grund auf – völlig neu gedacht und gemacht? Erfahren Sie dies in einer 4-teiligen Serie von kurzen Interviewsequenzen direkt von Dominic Liechti, dem Direktor der Khan Lab School, Mountain View (in deutscher Sprache):

(Teil 3 von 4 – 4:30 min) Was kosten eigentlich diese digitalen Lernmaterialien und Online-Tools? Aber nicht, dass sie denken, es würde mit MOOCs selbstgesteuert gelernt – Mastery-based Learning geht anders. Und wie finden das die Eltern - wenn auf 40 ...									",Kategorien Archiv: Learning Innovations
Nachnominationen für Top Tools für Learning,"
                    Schon eine Weile sind die Ergebnisse der Umfrage ""Top 200 Tools for Learning 2017"" veröffentlicht. Als ich mir die Kurzanalyse angesehen habe, sind mir zwei Tools, die ich in letzter Zeit nutze, eingefallen, die ich dann wohl nächstens nominieren werde.

Google Search ist auf Platz 2. Nachdem ich mir in Google Chrome eine gut versteckte Malware addonjet eingefangen hatte, die vor die Suchergebnisse eine Liste von Ad-Links schob, bin ich kurzerhand zu einer anderen Suchmaschine gewechselt, bei der ich auch bleiben werde: https://swisscows.ch. Die funktioniert sehr gut, und hat dabei den Vorteil, dass NICHTS über das Suchverhalten der Nutzer als „Digitales Persönlichkeitsprofil“ gespeichert wird. Ist mir sympathisch.

Dann braucht man ja immer mal wieder Kurzlinks. Und durch eine...									",Kategorien Archiv: Learning Innovations
Khan Lab School – Im Silicon Valley wird Schule neu erfunden (Interview Teil 2 von 4),"
                    Dass Online-Shops Ladengeschäfte aufmachen, sie aber ganz anders als traditionell gestalten, das kennt man inzwischen. Wenn aber ein reiner Online-Lerndienstleister wie die Khan Academy eine Präsenzschule gründet, lässt das aufhorchen: Welche Schultraditionen werden über Bord geworfen? Was wird – von digitalem Grund auf – völlig neu gedacht und gemacht? Erfahren Sie dies in einer 4-teiligen Serie von kurzen Interviewsequenzen direkt von Dominic Liechti, dem Direktor der Khan Lab School, Mountain View (in deutscher Sprache):

(Teil 2 von 4 – 3 min) Hätten Sie gedacht, dass Learning Analytics der wesentliche Enabler sind, um das Lehrer-Schüler-Verhältnis personalisierter und enger gestalten zu können? Auch deshalb wird sehr viel Zeit in die Evaluation von Lerncontent und Le...									",Kategorien Archiv: Learning Innovations
Ein Programmier-Lehrer rappt: Let’s spread this AI power,"
                    Seit neuestem bemühe auch ich mich darum, mit einem Video-Intro Studierende für meine Kurse, die mit Digitalisierung zu tun haben, zu interessieren. Damit liege ich – und das ist mir sehr bewusst – weit abgeschlagen hinter dem, was dieser Internet-Dozent für Programmierung als Teaser auf seinem Youtube-Kanal vorführt: Hören Sie sich seinen Rap mal an: Smarter [Music Video]. Siraj Raval bietet online „Artificial Intelligence Education“ an, kostenlos. Mit dem Intro-Video hat er schon so viele Leute erreicht, wie meine Geburtsstadt Einwohner hat, fast 70.000, und die Zahl seiner eingeschriebenen Studierenden – nun, der Abonnenten seines Videokanals – ist schon bald bei 200.000.

Sollte jemand auf die Idee kommen, mich zu bitten einen Programmierkurs zu entwickeln und zu u...									",Kategorien Archiv: Learning Innovations
Kostenloses E-Learning zu Präventionsmassnahmen des Coronavirus,"
                    Sponsored Post. Aus aktuellem Anlass hat die Swissteach AG bereits vor einigen Wochen die wichtigsten Informationen und Präventionsmassnahmen des Bundesamt für Gesundheit (BAG Schweiz) bezüglich CORONAVIRUS in einem kostenlosen E-Learning zusammengefasst. Das E-Learning ermöglicht es Unternehmen, ihre Mitarbeiter umgehend zum Thema Coronavirus zu unterweisen und findet bereits reissenden Absatz. Seit Veröffentlichung wird das E-Learning natürlich immer wieder aktualisiert und ggf. ergänzt. Aufgrund der hohen internationalen Nachfrage hat die Swissteach AG das E-Learning nun auf der Plattform Cleveranto® veröffentlicht, mit der die Anwender sowohl mobil, als auch per Desktop schnell und einfach für alle Massnahmen geschult werden können. Eine Übersetzung des Contents in weiter...									",Kategorien Archiv: Learning Innovations
Teil 3/5 [Lernkultur]: Raum für neue Lernkultur an der Uni St.Gallen – die 4 P’s. Fokus “Play”,"
                    In einem Interview für die Plattform “Learning Insights” hat Frau Prof. Dr. Andrea Back Einblicke in zeitgemässes Lernen an der Hochschule gegeben. In einer fünfteiligen Serie möchten wir nun die besonderen Highlights des Gesprächs präsentieren.



In seinem Buch «Lifelong Kindergarten – Cultivating Creativity through Projects, Passion, Peers, and Play» beschreibt der MIT-Professor, Michael Resnick, wie kreatives Lernen durch die vier Gestaltungsprinzipien (Projects, Passion, Peers und Play) gefördert werden kann.

Was mit den 4 P's gemeint ist und wie diese 4 Prinzipien eine kreative Lernkultur im neuen Learning Center der Universität St. Gallen fördern können, erklärt Prof. Dr. Andrea Back im folgenden Videoabschnitt. Besonderer Fokus liegt auf dem P - Play. Dazu ...									",Kategorien Archiv: Learning Innovations
Die Digital-Entrepreneurship-Werkstatt auf der LEARNTEC2020,"
                    Wir durfen die Digital-Entrepreneurship-Werkstatt auf der LEARNTEC2020 vorstellen. LEARNTEC ist die größte internationale Fachmesse für digitale Bildung in Europa. Mit 411 Ausstellern aus 17 Nationen präsentierte sich die LEARNTEC2020 noch internationaler, innovativer und größer als in den Vorjahren. Eine Rekordzahl von 15.600 Besuchern informierten sich in der Messe Karlsruhe zu den neuesten Lerntrends.

Prof. Dr. Andrea Back, Arne Grüttner und Nina Holenstein standen am Stand des Smartfeldes Interessierten mit Unterrichtsmaterialien und einem Kurzworkshop der Digital-Entrepreneurship-Werkstatt zur Verfügung.

Materialien zum Download und mehr Informationen zur Digital-Entrepreneurship-Werkstatt finden Sie hier: https://entrepreneurship-werkstatt.ch/...									",Kategorien Archiv: Learning Innovations
Frank Thelen und die Digitalisierung der Schule: einfach mal machen!,"
                    Eine junge, dynamische Lehrerin aus Deutschland stellt dem bekannten Investor Frank Thelen des Venture Capital Fonds ""Freigeist"" ihr Digitalisierungskonzept der Schule vor. Mit ihrer Schule möchte sie den ersten Use Case des Konzepts durchführen und dann auf breiter Bahn an anderen Schulen ausrollen.

Ihr Wunsch ist es eine komplette Microsoft Umgebung, unteranderem mit ""Microsoft Teams"" (älterer Blogbeitrag zu Microsoft Teams hier) zu schaffen, damit die Schüler auch wieder lernen miteinander und voneinander zu lernen. Ganz nach dem Motto: Social Learning ist das neue digitale Lernen.

Um zu sehen, welche konkreten Technologien sie in den Unterricht einbinden möchte und wie ""Freigeist"" ihr helfen kann, sehen Sie sich das Gespräch mit Frank Thelen hier an:

[embed]https://www.youtube...									",Kategorien Archiv: Learning Innovations
Bachelorstudierende entwickeln innovative Ideen mit Hilfe des «IoT Service Kits»,"
                    In unserer Bachelorvorlesung «Management in the Digital Economy» lernen Studierende grundlegende Prinzipen und Technologien der Internetökonomie kennen. Unsere Vorlesung deckt damit eine große Breite an Themen ab wie Netzwerkeffekte, Open Innovation und neue, digitale Geschäftsmodelle. Auch diskutieren wir die grossen technologischen Treiber der Digitalisierung wie die Künstliche Intelligenz und das Internet der Dinge (engl. IoT). Um das zuletzt genannte Thema zu vertiefen, haben wir in der letzten Vorlesung das «IoT Service Kit» von Futurice (siehe http://iotservicekit.com/) für eine Gruppenarbeit benutzt. Das IoT Service Kit besteht aus 3 wesentlichen Elementen:

 	Spielfelder (z.B. Fußballstadion, Marktplatz, Smarte Fabrik, Büro)
 	Spielkarten in den Bereichen (1) Sensorik, (...									",Kategorien Archiv: Learning Innovations
eLearning an Hochschulen – fehlende Bereitschaft der Dozierenden?,"
                    Über den Sommer hatten die Lehrstühle an der Universität St. Gallen neben der Vorbereitung des neuen Semesters auch noch die Migration zu einer neuen Lernplattform, Canvas, vor sich. So waren auch wir am Lehrstuhl sehr damit beschäftig eine ansprechende und innovative Umgebung auf Canvas für unsere Kurse zu schaffen. Der Tonus unter den Studierenden scheint positiv, doch trügt der Schein?



Pearson hat zu diesem Thema vor kurzem eine Studie durchgeführt, in welcher 210 Studierende befragt wurde, wie ihre Sicht auf die Einbindung von eLearning an den Hochschulen ist. Sehr eindeutig und eigentlich nicht überraschend war die Antwort auf die Frage, ob sich Studierende mehr eLearning-Angebote an ihrer Hochschule wünschen: 70% der Befragten haben dies mit Ja beantwortet. Erschreckendes...									",Kategorien Archiv: Learning Innovations
Digitaltag Schweiz 2019: In unserer Digital-Entrepreneurship-Werkstatt spüren Schülerinnen und Schüler ersten Unternehmergeist,"
                    Technologie, Kreativität und Unternehmertum: Rund 30 Schülerinnen und Schüler erleben den nationalen Digitaltag am 3. September 2019 im Bildungslab Smartfeld im Startfeld Innovationszentrum in St.Gallen.

Mit dem von unserem Doktroanden Arne Grüttner entwickelten Kurs «Digital-Entrepreneurship-Werkstatt» werden die Schülerinnen und Schüler auf die digitalen Herausforderungen von morgen sensibilisiert. Betreut von Joana Racine (Masterandin an der HSG und drei weiteren Studierenden) erleben SuS in unserem Tagesworkshop, was es heisst mit Hilfe der Design-Thinking Methode, einen ersten Prototypen einer Idee zu entwickeln. Die Design Thinking Methode, welche zur Lösung von komplexen Problemen und zur Entwicklung von Innovationen durch viele Unternehmen und Organisationen eingesetzt wi...									",Kategorien Archiv: Learning Innovations
Die Zukunft des Lernens: ein Goldman Sachs Briefing,"
                    Wie hat sich das Lernen historisch entwickelt und was wird sich in Zukunft ändern? Goldman Sachs hat wichtige Trends im Bildungssektor analysiert und sie in einem 3-Minuten Video zusammengesfasst.

https://www.youtube.com/watch?v=SVz_Zp3lf88
Bildquelle: https://www.goldmansachs.com/insights/pages/future-of-learning-katherine-tait.html									",Kategorien Archiv: Learning Innovations
Künstliche Intelligenz im Bildungssektor: Robo-Grader und Lernnavis,"
                    Dass der Einsatz künstlicher Intelligenz (KI) für viele Bereiche unseres Lebens disruptiv sein wird, steht inzwischen ausser Frage. Doch wie genau sich unsere Welt verändern wird, ist alles andere als offensichtlich. Während Forscher davon ausgehen, dass einige Berufe in den nächsten Jahren nahezu vollständig von Maschinen verdrängt werden könnten, sieht eine Studie der Universität Oxford das Automatisierungspotential des Lehrberufs bei lediglich 1%. Nichtsdestotrotz ist es wichtig, sich mit der Frage zu beschäftigen, wie KI den Bildungssektor verändern wird und welche Möglichkeiten sich daraus für Lernende und Lehrende ergeben. Zwei exemplarische Anwendungen von KI im Bildungsbereich möchten wir Ihnen hier als Denkanstösse vorstellen.

Eine dieser Anwendungen ist die Korr...									",Kategorien Archiv: Learning Innovations
Lerninhalte interessant verpacken mit sprechenden Charakteren von Voki,"
                    Schule kann manchmal langweilig sein (munkelt man). Besonders beim Frontalunterricht oder bei langen Lektüren können die Gedanken schon mal abschweifen. Deshalb ist es wichtig, interaktive oder audio-visuelle Elemente in den Unterricht einzubauen, die das Gelernte veranschaulichen und die Schüler emotional abholen. Das Tool, das wir Ihnen in diesem Artikel vorstellen möchten, konzentriert sich auf eben solche Elemente.

Mit Voki (www.voki.com) lassen sich animierte Charaktere, sogenannte Avatare oder Vokis erstellen, die mit einer Aufnahme der eigenen Stimme hinterlegt werden können. Das Tool ermöglicht so Schülern, sich mit einem sprechenden Charakter auszudrücken oder sich in die Rolle eines anderen Charakters - sei er erfunden oder eine historische Persönlichkeit - hineinzuve...									",Kategorien Archiv: Learning Innovations
