web-scraper-order,web-scraper-start-url,loadmore,loadmore-href,loadstores,loadstores-href,adresse,telefon,website
"1615369849-30","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Sonnenrad","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/sonnenrad.html","Ittigenstrasse 31, 3063 Ittigen","+41 31 924 00 25","null"
"1615370307-159","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Biolade Grüenfeld","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/biolade-grueenfeld.html","Grünfeld 2, 8833 Samstagern","+41 44 784 38 06","null"
"1615370088-97","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","3","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page3.html","la fontaine","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/la-fontaine.html","Chemin de la Fontaine 2, 1260 Nyon","+41 22 362 67 41","null"
"1615369898-44","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Renggli Bio-Milch, Gemüse","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/renggli-bio-milch-gemuese.html","Cholholz, 6207 Nottwil","+41 41 937 11 87","null"
"1615370285-153","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","biopartnerLaden","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/biopartnerladen-seon.html","Staufferstrasse 2, 5703 Seon","062 769 00 69","null"
"1615370292-155","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","biomobil","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/biomobil.html","Galizistrasse 6, 5632 Buttwil","+41 56 664 00 62","null"
"1615370300-157","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Bioladen Ulme","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/bioladen-ulme.html","Bankstrasse 30, 8750 Glarus","+41 55 640 10 22","null"
"1615370247-143","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","3","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page3.html","Canto Verde","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/canto-verde.html","Limmattalstrasse 178, 8049 Zürich","+41 44 341 03 01","null"
"1615370349-171","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Bio Ladä","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/bio-ladae-.html","Grotzenmühlestrasse 38, 8840 Einsiedeln","+41 55 412 41 84","null"
"1615369856-32","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Sgabuz Butietta","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/sgabuz-butietta.html","Archas Sot, 7554 Sent","+41 81 864 92 04","null"
"1615369977-66","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","4","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page4.html","Natürlich Keller","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/natuerlich-keller.html","Unterer Zielweg 113, 4143 Dornach","+41 61 701 44 10","null"
"1615369818-21","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Teufers Kulinaria","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/teufers-kulinaria.html","Turmstrasse 17, 8330 Pfäffikon ZH","+41 44 950 13 32","null"
"1615369825-23","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","TATkraft Café und Bioladen","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/tatkraft-cafe-und-bioladen.html","Haupstrasse 38, 4102 Binningen","061 4238088","null"
"1615370321-163","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Bio-Mag","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/bio-mag.html","Rue E.-Roulet 3, 2034 Peseux","+41 32 730 10 72","null"
"1615370004-74","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","4","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page4.html","Natur-Lädeli","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/natur-laedeli.html","Allmendstrasse 75, 4500 Solothurn","+41 32 622 42 74","null"
"1615370143-113","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","3","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page3.html","Gesundheitsmarkt","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/gesundheitsmarkt.html","Industriestrasse 31, 8305 Dietlikon","+41 44 805 30 20","null"
"1615370046-86","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","4","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page4.html","Le Topinambour","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/le-topinambour.html","av. William-Fraisse 9, 1006 Lausanne","+41 21 616 37 42","null"
"1615370254-144","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Calendula","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/calendula.html","Soodstrasse 13, 8134 Adliswil","+41 44 710 21 09","null"
"1615370335-167","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Bio Peter","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/bio-peter.html","Stadtgässli 9, 5600 Lenzburg","+41 62 891 88 81","null"
"1615369804-17","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Verena Zobrist","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/verena-zobrist.html","Seckackerweg 6, 5604 Hendschiken","+41 62 891 65 06","null"
"1615369773-8","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Viva natura","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/viva-natura.html","Löwengässchen 3, 8200 Schaffhausen","+41 52 624 78 77","null"
"1615369811-19","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","tutto bene","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/tutto-bene.html","Menznauerstrasse 12, 6110 Wolhusen","+41 491 07 37","null"
"1615370170-121","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","3","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page3.html","Fondation Perceval (Magasin)","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/fondation-perceval-magasin.html","Maison François, 1162 St-Prex","+41 21 823 11 90","null"
"1615369808-18","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","va bene Natur-&Geschenkladen","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/va-bene-natur-ageschenkladen.html","Schulhausstrasse 6, 5612 Villmergen","+41 56 610 62 60","null"
"1615369915-48","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","4","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page4.html","Punkt Sirnach AG","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/punkt-sirnach-ag.html","Winterthurerstrasse 3, 8370 Sirnach","+41 71 966 53 03","null"
"1615369794-14","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Vita Santé","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/vita-sante.html","Avenue Cèrèsole 5, 1800 Vevey","+41 21 922 84 54","null"
"1615370018-78","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","4","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page4.html","Mio Bio Sagl","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/mio-bio-sagl.html","via Stazione 78, 6987 Caslano","+41 91 606 20 19","null"
"1615369863-34","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","5","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page5.html","Sesam","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/sesam.html","Bergstrasse2, 8910 Affoltern a.Albis","+41 44 761 80 30","null"
"1615369932-53","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","4","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page4.html","Pfifouter Naturprodukte","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/pfifouter-naturprodukte.html","Bernstrasse 6, 3550 Langnau BE","+41 34 402 51 72","null"
"1615370401-186","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page1.html","2","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/page2.html","Arvensis SARL","https://bionetz.ch/adressen/detailhandel/bio-fachgeschaefte/arvensis-sarl.html","Av. Béthusy 31, 1012 Lausanne","+41 21 312 52 32","null"
