1368842023978098689 2021-03-08 09:32:25 +0100 <bionetz_ch> Rundgang durch das Gut Rheinau  https://t.co/3pPPNA9HX4
1367030064907497473 2021-03-03 09:32:20 +0100 <bionetz_ch> Gärtnern im Einklang mit der Natur  https://t.co/ELDjzeG9Kx
1366653488919437313 2021-03-02 08:35:57 +0100 <bionetz_ch> Bio familia fördert Naturvielfalt mit WWF  https://t.co/WLSjTAs9nm
1365944136688369669 2021-02-28 09:37:14 +0100 <bionetz_ch> Bio familia fördert Naturvielfalt mit WWF  https://t.co/WLSjTAs9nm
1361298645551902720 2021-02-15 13:57:43 +0100 <bionetz_ch> Richtlinien für Fischwohl  https://t.co/xM7cWYmac6
1360148572264611842 2021-02-12 09:47:44 +0100 <bionetz_ch> Innovationen aus Hanf  https://t.co/40bAXZJ3VF
515145381781708800 2014-09-25 16:26:44 +0100 <bionetz_ch> Bio Weide-Beef vereint Tierwohl, Nachhaltigkeit und Effizienz  http://t.co/5Ul5zger67  http://t.co/EPjBL30AZY
514362668778807296 2014-09-23 12:36:31 +0100 <bionetz_ch> Remei AG: Geschäftsbericht 2013/14 - jetzt online!  http://t.co/VdRIBze45x
513999681287106561 2014-09-22 12:34:08 +0100 <bionetz_ch> ZHAW in Wädenswil begrüsst über 400 neue Bachelorstudierende  http://t.co/AHncMLgzB2  http://t.co/8VZnL2Qrth
513943394251735040 2014-09-22 08:50:28 +0100 <bionetz_ch> Einzigartige Strath® Kräuterhefe  http://t.co/7nZoXkuUPu
512881158133403648 2014-09-19 10:29:31 +0100 <bionetz_ch> Bioland Schweiz – Kathrin Winzenried bei den Öko-Pionieren (SRF DOK)  http://t.co/SjKCg5Pqsg
512519776963657728 2014-09-18 10:33:31 +0100 <bionetz_ch> Coop setzt auf Schweizer Qualität: Grundsteinlegung für Grossprojekt in Pratteln  http://t.co/SaZ6GGAu66  http://t.co/09ppqSg77q
511931856845946880 2014-09-16 19:37:20 +0100 <bionetz_ch> «Rettung der Saaser Mutten» - Neues ProSpecieRara-Projekt für das traditionelle Schaf  http://t.co/DM3oCAjKQy  http://t.co/Nc6HMYvwXb
511543939183017984 2014-09-15 17:55:53 +0100 <bionetz_ch> Weizenmehl am Weltmarkt stärker gefragt  http://t.co/ZZhtoBxjKm  http://t.co/Z20aJup8YL
510337499156459520 2014-09-12 10:01:56 +0100 <bionetz_ch> Mit Blumen und Schlupfwespen gegen die Feinde des Kohls  http://t.co/IYAeHqhwPt  http://t.co/2maJTddSR8
509317480310136832 2014-09-09 14:28:44 +0100 <bionetz_ch> Edle Tropfen vom Bio-Rebberg  http://t.co/c9QgonKYTd  http://t.co/h6KYJYS11O
507860484347793408 2014-09-05 13:59:09 +0100 <bionetz_ch> Bio und CMS-Gemüse: Eine Übersicht  http://t.co/NYfd2Ttd7d  http://t.co/lRAt8sM4Z2
506380312830836736 2014-09-01 11:57:29 +0100 <bionetz_ch> Herbst-Fest und Jubiläum auf dem Ekkharthof (6./7. September 2014)  http://t.co/qUQF1Kwfbp  http://t.co/aBlf8QetfQ
505285183210520576 2014-08-29 11:25:50 +0100 <bionetz_ch> BIOFACH 2015: Vegan und Bio – Perfektes Paar oder spannungsgeladene Beziehung?  http://t.co/Xw8E6WiOs1
504967617598464000 2014-08-28 14:23:56 +0100 <bionetz_ch> Marktbericht Bio: Spezialbrote meistverkaufte Bio-Brote im Detailhandel  http://t.co/MXfOpZU7Bp
504175421215096832 2014-08-26 09:56:02 +0100 <bionetz_ch> Natürlicher Kunststoff statt Plastik  http://t.co/Vy8vJ81Egn  http://t.co/DqqcPn9MsG
502367932698337282 2014-08-21 10:13:43 +0100 <bionetz_ch> BIOFACH 2015: Free From = Unbeschwerter Genuss für sensible Esser  http://t.co/8fHv1u6Byc  http://t.co/cV6lVrn6hu
502071448484474880 2014-08-20 14:35:36 +0100 <bionetz_ch> Bio Star 2014 – Leser der Zeitschrift oliv wählten beste Schweizer Biofachgeschäfte  http://t.co/vHJptP7y7l
501662304279461888 2014-08-19 11:29:48 +0100 <bionetz_ch> World Overshoot Day: Ab sofort lebt die Welt auf Pump  http://t.co/FxxBDg212w  http://t.co/XCXIM9d7j1
501302461299453952 2014-08-18 11:39:55 +0100 <bionetz_ch> eco.festival (27. - 29. März 2015): Basler Innenstadt als grösste Schweizer Bühne für Nach...  http://t.co/Bb2hq2Qyaf
499122457950056448 2014-08-12 11:17:21 +0100 <bionetz_ch> 1001 Gemüse &amp; Co – auf ins Degustations- und Erlebnisparadies!  http://t.co/HZ3P3baIkw
497668894224809984 2014-08-08 11:01:25 +0100 <bionetz_ch> OrganicDataNetwork: Diskussion mit Marktforschern und Behördenvertretern  http://t.co/omr2dKiuZj  http://t.co/d2Zhu0oQtk
497318319905865728 2014-08-07 11:48:21 +0100 <bionetz_ch> Stevia-Drinks dürfen unter Bezeichnung Bio verkauft werden  http://t.co/dAYiDkIPfp  http://t.co/SWU8JLdiG4
496220632280215552 2014-08-04 11:06:32 +0100 <bionetz_ch> Ostschweizer BioMarkt (30. 08. 2014): Eine Erfolgsgeschichte  http://t.co/0Qe6HYcMZ2  http://t.co/VSASGxEwDf
494435111522164736 2014-07-30 12:51:31 +0100 <bionetz_ch> Die Schweiz erhält Vorsitz in der Codex Alimentarius-Kommission  http://t.co/N9vviwFOdC  http://t.co/NBHPQiPlad
494072839033864192 2014-07-29 12:51:58 +0100 <bionetz_ch> Sibyl Anwander geht zum Konsumentenforum  http://t.co/RMZMH85tAI  http://t.co/BNkvzibzyA
493740002288082944 2014-07-28 14:49:24 +0100 <bionetz_ch> Migros: Erste ASC-Forelle im Verkauf  http://t.co/s92Zodd2ee  http://t.co/Gtr3n70CkY
492614228721692672 2014-07-25 12:15:59 +0100 <bionetz_ch> BIOFACH CHINA: Erfolgreich wie noch nie  http://t.co/uOy1lhKyNM  http://t.co/A4vHkOcP86
492252843811020800 2014-07-24 12:19:58 +0100 <bionetz_ch> Wirkungsbericht: Fairtrade wächst  http://t.co/SKND1fk2dj  http://t.co/PALAlCI49W
491178852602101761 2014-07-21 13:12:18 +0100 <bionetz_ch> Wer wird erste Fair Trade Town der Schweiz?  http://t.co/i4vDof2xwf  http://t.co/wWLfkK7e0D
490077785994850304 2014-07-18 12:17:04 +0100 <bionetz_ch> Triodos Organic Growth Fund: Investition stärkt nachhaltigen Versand- und Onlinehandel  http://t.co/aRc6lnZAMd  http://t.co/eSewoDzLzT
489694227157483520 2014-07-17 10:52:56 +0100 <bionetz_ch> SWISS ALPINE HERBS: Ab 1. August 2014 Vertrieb durch Somona GmbH  http://t.co/SiJhov6cOh  http://t.co/WwcPIRlr2t
489391036385751041 2014-07-16 14:48:10 +0100 <bionetz_ch> Signifikante Unterschiede zwischen biologischen und konventionellen Lebensmitteln  http://t.co/naVaMwaUxB  http://t.co/ZUSPiQ44dH
488616997899763712 2014-07-14 11:32:25 +0100 <bionetz_ch> Weleda eröffnet ersten Pop-up Store im BIKINI Berlin  http://t.co/4iHUW5QvVe  http://t.co/LIGpC5tzZI
487500901515796481 2014-07-11 09:37:26 +0100 <bionetz_ch> «Gran Prix Bio Suisse» – Jetzt anmelden!  http://t.co/balKq3HzmC
486794592059404288 2014-07-09 10:50:49 +0100 <bionetz_ch> Bio Suisse-Sommerideen: Knospe-Kino  http://t.co/0GqxIDtB5H
486078850104037377 2014-07-07 11:26:43 +0100 <bionetz_ch> Richtpreise für Bio-Brotgetreide bleiben stabil  http://t.co/wKO1pz0UJh  http://t.co/ixp381b0jZ
485063604337934336 2014-07-04 16:12:29 +0100 <bionetz_ch> BioFach America: Internationale Plattform für den US-Biomarkt  http://t.co/kqFWLBYYBM  http://t.co/KgL2UwXeOd
484680290942857216 2014-07-03 14:49:20 +0100 <bionetz_ch> Marktbericht Bio: Steigende Marktanteile von Bio-Brot im Detailhandel  http://t.co/UU0v8lXOY8
483912864567394304 2014-07-01 11:59:52 +0100 <bionetz_ch> Migros: Alnatura-Bio-Produkte in 70 Filialen in der Deutschschweiz  http://t.co/Uo0GF7UERw  http://t.co/vuyhcwQXBq
483903438162784256 2014-07-01 11:22:24 +0100 <bionetz_ch> Sonnentor Geschäft in Regensburg  http://t.co/STvHDGItq3
483532421363937280 2014-06-30 10:48:07 +0100 <bionetz_ch> SWISS Pavilion @ BIOFACH 2015: Jetzt anmelden!  http://t.co/HrCHZzfomD  http://t.co/7hCzKZjeMV
482439154656374785 2014-06-27 10:23:52 +0100 <bionetz_ch> 30 Jahre biodynamische Getreidezüchtung - Tag der offenen Zuchtgärten  http://t.co/mKZctvFiP6
482141508846747648 2014-06-26 14:41:08 +0100 <bionetz_ch> sun21-Preise für «Foodsharing» und «Sharing Community»  http://t.co/rlVLuv8dj8  http://t.co/Nu0587oKZt
481740172724543488 2014-06-25 12:06:22 +0100 <bionetz_ch> Brasiliens Bio-Markt im Wachstum  http://t.co/BoE5EedjGC  http://t.co/Qa5rDrMr9H
481406862555115520 2014-06-24 14:01:54 +0100 <bionetz_ch> Swissness-Verordnungen: Industrie ist nicht ganz zufrieden  http://t.co/TEJfMogzSO  http://t.co/PXFUN0C5Og
480979519697076224 2014-06-23 09:43:48 +0100 <bionetz_ch> Bio Suisse zeichnet neue Qualitätsprodukte aus  http://t.co/hIMOM7EY4G
479912074664218625 2014-06-20 11:02:09 +0100 <bionetz_ch> Niederlande, Land des Jahres der BIOFACH 2015  http://t.co/PuyzosGn5k  http://t.co/fjLwrNSWOc
479630262062829568 2014-06-19 16:22:20 +0100 <bionetz_ch> Beat Jans neuer Präsident des Vereins eco.ch  http://t.co/P7OLxe2Wc9  http://t.co/2YKEgxuBhT
478819784340283392 2014-06-17 10:41:47 +0100 <bionetz_ch> Bio Marché: Ein Markt voller Bioqualität  http://t.co/zqpGsoP0Q3
478814775619899393 2014-06-17 10:21:53 +0100 <bionetz_ch> alpinavera mit Alp-, Berg- und Regionalspezialitäten am Bio Marché  http://t.co/yx154obNRu
478435928747540480 2014-06-16 09:16:28 +0100 <bionetz_ch> Forschungspreis Bio-Lebensmittelwirtschaft: Ausschreibung läuft!  http://t.co/OMLAZwc1VW  http://t.co/58Zzweu11v
477400438095249408 2014-06-13 12:41:48 +0100 <bionetz_ch> Migros Bio Take-away: Eröffnung am 14. Juni 2014  http://t.co/5YaKvkNw3O  http://t.co/5qwAjPervg
476958241516449792 2014-06-12 07:24:40 +0100 <bionetz_ch> Neue Regelungen für Bio-Exporte nach Südkorea  http://t.co/blMM2lQ8qM
476627448092958720 2014-06-11 09:30:13 +0100 <bionetz_ch> Das FiBL am Bio-Ackerbautag vom 12. Juni in Münsingen  http://t.co/YCyEt253A2  http://t.co/H2jOiTdlcS
476275875747758080 2014-06-10 10:13:12 +0100 <bionetz_ch> Arte-Filmautor fischt im Trüben  http://t.co/z9ClF6wEwI
474851622766784512 2014-06-06 11:53:43 +0100 <bionetz_ch> Schweizer Bio-Ackerbautag: Nachhaltiger Ackerbau dient allen  http://t.co/oLQVIpKnN4  http://t.co/6XzNBy95Od
474446379394564096 2014-06-05 09:03:26 +0100 <bionetz_ch> Richtpreise für Biofuttergetreide steigen erneut  http://t.co/qskHPxqywr  http://t.co/N86sp9eG39
473767508605149184 2014-06-03 12:05:50 +0100 <bionetz_ch> Pfingsten 2014: Hoffeste mit Einblick in die biodynamische Arbeitsweise  http://t.co/pO3ydVLPXV
473413394499121152 2014-06-02 12:38:43 +0100 <bionetz_ch> Elektro-Lastwagen von Coop erhält Auszeichnung  http://t.co/OlpYrEbY0M  http://t.co/EMpvzY1ksA
472289280774397952 2014-05-30 10:11:53 +0100 <bionetz_ch> Bio-Milch gleich teuer wie konventionelle Milch der gewerblichen Käsereien  http://t.co/AIebPbtAOo
471945116408905728 2014-05-29 11:24:18 +0100 <bionetz_ch> Sustainable Foods Summit 5./ 6. Juni 2014: Jetzt anmelden!  http://t.co/kNDT8z8RNQ
471587501044670465 2014-05-28 11:43:16 +0100 <bionetz_ch> Kleinbauern-Vereinigung unterstützt Fair-Food-Initiative  http://t.co/28iOyyeY7Z  http://t.co/o7Mdj13Zg5
471214191651872768 2014-05-27 10:59:52 +0100 <bionetz_ch> Neues FiBL-Merkblatt: Kennzeichnung biologischer Lebensmittel  http://t.co/6a9nlbgwiE
470876062621384704 2014-05-26 12:36:16 +0100 <bionetz_ch> Vier Bio-Pioniere gemeinsam für den Schutz der Bienen  http://t.co/ICnLC5Q037  http://t.co/hdN330dnZI
469779555553927168 2014-05-23 11:59:08 +0100 <bionetz_ch> Migros gewinnt Auszeichnung für ihr Tierwohl-Engagement  http://t.co/AjE5rmi45G  http://t.co/5ypcT5dOJ6
469779555457433600 2014-05-23 11:59:08 +0100 <bionetz_ch> Migros gewinnt Auszeichnung für ihr Tierwohl-Engagement  http://t.co/y5o4WlbbpG  http://t.co/UuSJxDxvze
469359655358332928 2014-05-22 08:10:36 +0100 <bionetz_ch> Umsatzwachstum von 16% für Fairtrade Max Havelaar-Produkte  http://t.co/YKZRrXmLBm  http://t.co/w2dPRnG2In
469014487522377729 2014-05-21 09:19:02 +0100 <bionetz_ch> Das Bio-Herz pulsiert in Seon  http://t.co/egNhHEjWjK
468665430232813568 2014-05-20 10:12:00 +0100 <bionetz_ch> «Wirtschaft der Zukunft» - Forum ö 2014 zündet die nächste Stufe  http://t.co/07GkxMe2HA
468302599612284928 2014-05-19 10:10:15 +0100 <bionetz_ch> Deutsche Bio-Verbände fordern nationale GVO-Anbauverbote  http://t.co/tq2UtsxDFz
467192874774560768 2014-05-16 08:40:36 +0100 <bionetz_ch> GUT FÜR ALLE - spannende Besuche auf dem Biohof  http://t.co/Gnj4PEGr3M  http://t.co/qlRFCuSTml
466873641435938816 2014-05-15 11:32:04 +0100 <bionetz_ch> FiBL-Projekt in der Ukraine trotzt der politischen Krise  http://t.co/TRlSODIt4U  http://t.co/5KE8eQXNba
466524485906997248 2014-05-14 12:24:39 +0100 <bionetz_ch> Neuer Bioladen am Idaplatz: Eröffnungsfest am 17. Mai 2014  http://t.co/PUHuZTIKIt  http://t.co/qBTrtlPuHn
466196906964967426 2014-05-13 14:42:58 +0100 <bionetz_ch> Beat Jans (SP) verlangt Verzicht auf AP 18–21  http://t.co/MMIJQiO6up  http://t.co/Df13ThDYmz
465849351898939392 2014-05-12 15:41:55 +0100 <bionetz_ch> Seit 9. Mai lebt die Schweiz auf Pump  http://t.co/bqBSVXLai6
464668582388195328 2014-05-09 09:29:57 +0100 <bionetz_ch> Käfig-Eier? App gibt Antwort  http://t.co/mcBpRpQ3Lp
464336098798616576 2014-05-08 11:28:47 +0100 <bionetz_ch> 18’000 fordern fair fabrizierte Kleider für SBB  http://t.co/QufbBpUwkH
463589661689253888 2014-05-06 10:02:43 +0100 <bionetz_ch> Bio Suisse organisiert die erste Schweizermeisterschaft im Jäten  http://t.co/SrirbcTafi
463348485610545152 2014-05-05 18:04:22 +0100 <bionetz_ch> Vielfalt für die Unabhängigkeit  http://t.co/ZtmkObAUG5
462940448798289920 2014-05-04 15:02:58 +0100 <bionetz_ch> Messe-Duo Bio Brazil Fair/BIOFACH AMERICA LATINA geht in die zweite Runde  http://t.co/CciJzaBs4V
462132141544210432 2014-05-02 09:31:03 +0100 <bionetz_ch> Marktbericht Bio: Geringere Spanne zwischen Bio-Milch und konventioneller Milch  http://t.co/fhQQqdUGeV
461762446693519360 2014-05-01 09:02:01 +0100 <bionetz_ch> Faire Kleidung für die Bahn und alle Modebewussten  http://t.co/q11MfZPJJv  http://t.co/nNx3Ufl2fx
461060285642858496 2014-04-29 10:31:52 +0100 <bionetz_ch> Bio-Baumwolle wird knapp  http://t.co/lRFAPWJj3L
460747046518263809 2014-04-28 13:47:10 +0100 <bionetz_ch> 60 Winzer für mehr Biodiversität - Delinat-Winzerseminar 2014  http://t.co/jFa2NfCZHF  http://t.co/7NQUur6tED
458859024029843456 2014-04-23 08:44:51 +0100 <bionetz_ch> Bio Suisse und Bio Partner lancieren Qualitätsprogramm „bioPunkt“  http://t.co/C2CsYgDs2K
458855677633769474 2014-04-23 08:31:33 +0100 <bionetz_ch> Landwirtschaft für das Klima – Ein FiBL-Projekt sucht nach nachhaltigen Systemen  http://t.co/5NPEESrMnv
458585413754847232 2014-04-22 14:37:37 +0100 <bionetz_ch> Schweizer Bioqualität bereit für die Zukunft  http://t.co/Fxs4P6ZaD8  http://t.co/gikF8WNdIU
458289119773589504 2014-04-21 19:00:15 +0100 <bionetz_ch> biopartnertage stehen vor der Tür  http://t.co/I0M03Qyx3H  http://t.co/mi7kpwkkGb
456780894918160384 2014-04-17 15:07:06 +0100 <bionetz_ch> Switzerland Global Enterprise: Neue Buyer Missions nach Indonesien, Kolumbien, Peru  http://t.co/oot5kmjhiz  http://t.co/zVh1TwEUOH
456482780835115008 2014-04-16 19:22:30 +0100 <bionetz_ch> Delegiertenversammlung Bio Suisse bestellt Vorstand neu  http://t.co/bRPX17YiHY
455994540311453696 2014-04-15 11:02:25 +0100 <bionetz_ch> Hochstamm-Obstbäume: Nur stärkere Nachfrage kann sie bewahren  http://t.co/5nhDstpX20  http://t.co/LYZiGbI0cm
455624712929148928 2014-04-14 10:32:51 +0100 <bionetz_ch> Neue «Anlaufstelle für ausserfamiliäre Hofübergabe»  http://t.co/ZBlmQjF9dD
454542794003324928 2014-04-11 10:53:41 +0100 <bionetz_ch> EU schützt Schweizer Spezialitäten  http://t.co/uVEJfYu3g6
454159673336561664 2014-04-10 09:31:18 +0100 <bionetz_ch> Bio Suisse-Jahresmedienkonferenz: Mehr Biofläche - Biomarkt über 2 Mia. CHF  http://t.co/QlhaZb9gU5  http://t.co/r0oahkVJeu
454159673277841408 2014-04-10 09:31:18 +0100 <bionetz_ch> Bio Suisse-Jahresmedienkonferenz: Mehr Biofläche - Biomarkt über 2 Mia. CHF  http://t.co/ZF683ZZg7P  http://t.co/KOILr663yP
453394059319853056 2014-04-08 06:49:02 +0100 <bionetz_ch> Labelinfo.ch: Rating mit grossem Optimierungspotential  http://t.co/12DjReqW6l  http://t.co/qUoIJBMMbB
453066972839047169 2014-04-07 09:09:18 +0100 <bionetz_ch> Bio-Apfellagerbestand deutlich höher  http://t.co/ETUA0KlA9B  http://t.co/M9vvYrqGq3
451997066898968576 2014-04-04 10:17:53 +0100 <bionetz_ch> Coop und ETH Zürich: Kooperieren für bessere Nahrungsmittel  http://t.co/JWsamJBNGj  http://t.co/JnSLSvtZIu
451683146606837760 2014-04-03 13:30:28 +0100 <bionetz_ch> Migros 2013: Erstmals 2 Mia. mit Labelprodukten  http://t.co/Rdva5P445r  http://t.co/9V19jf6lkJ
451262807137611776 2014-04-02 09:40:11 +0100 <bionetz_ch> Toralf Richter wird erster Bio Suisse-Ombudsmann  http://t.co/pbELOkAnly  http://t.co/W8NxtgDrrW
450916325880512512 2014-04-01 10:43:24 +0100 <bionetz_ch> BLW-Marktbericht Bio: Hoher Bio-Zuschlag bei Zwiebeln  http://t.co/HQzGZ8Be7T
450565543440183296 2014-03-31 11:29:31 +0100 <bionetz_ch> Bewerber für Prix Montagne 2014 gesucht  http://t.co/QQ5IRIBZVu
449447097377763328 2014-03-28 08:25:13 +0100 <bionetz_ch> Earth Hour: Weltweites Lichterlöschen am Samstag, 29. März, 20:30 Uhr  http://t.co/4KXVxczhTW
449154978054430720 2014-03-27 13:04:26 +0100 <bionetz_ch> Persönlich (SRF1) - Live vom Ekkharthof (30. März 2014)  http://t.co/eehf0dSBaJ
448409120295907329 2014-03-25 11:40:39 +0100 <bionetz_ch> bionetz.ch-Jahresversammlung 2014: Mehr Mitglieder, mehr Aktivitäten  http://t.co/OQOs3GTI0B  http://t.co/h9lkRz7CSg
448057226662780928 2014-03-24 12:22:22 +0100 <bionetz_ch> Zweinutzungshuhn: Neustes Pilotprojekt von Coop für das Tierwohl  http://t.co/czM4814nQD  http://t.co/mImOgzs3bU
446912404539338752 2014-03-21 08:33:15 +0100 <bionetz_ch> alpinavera-Backwaren jetzt im Kiosk  http://t.co/r2YOkLUVep
446564724768256000 2014-03-20 09:31:41 +0100 <bionetz_ch> Bio Partner AG: Bio-Produkte auf Schienen  http://t.co/33D8L4QurC  http://t.co/KfnK8RnEbE
445858835476271104 2014-03-18 10:46:44 +0100 <bionetz_ch> Bio-Landbau besiegt den Hunger - Swissaid-Kampagne zeigt wie  http://t.co/Kks6Ff64PI  http://t.co/B0RjnNY5Hj
445620883856846848 2014-03-17 19:01:12 +0100 <bionetz_ch> Labelinfo.ch schafft Durchblick im Label-Dschungel  http://t.co/pUapEbaXo1
445169704295227392 2014-03-16 13:08:23 +0100 <bionetz_ch> Bio Austria Bauernprotest  http://t.co/BHclb46g1X
444398939996176384 2014-03-14 10:05:38 +0100 <bionetz_ch> Preis Bio Grischun für Anet Spengler (FiBL)  http://t.co/lPxDC8rnQx
444053824165380096 2014-03-13 11:14:16 +0100 <bionetz_ch> BioWest und BioOst ausgebucht  http://t.co/QoSQs82O61
443318162080407552 2014-03-11 10:31:01 +0100 <bionetz_ch> BIOFACH 2014: Gemeinsam Bioqualität weiter entwickeln  http://t.co/ixnhUsrTEp  http://t.co/SW2PxK9gQL
442627701112049664 2014-03-09 12:47:22 +0100 <bionetz_ch> GVO-Mais: EU ermöglicht nationale Verbote  http://t.co/3MDuaaxJbT  http://t.co/wW8k0vCaBh
441500909819162624 2014-03-06 10:09:54 +0100 <bionetz_ch> Chronologie der Aufdeckung eines Bio-Betrugs  http://t.co/QlEdFaPyHW
441125371237662720 2014-03-05 09:17:38 +0100 <bionetz_ch> Ständerat gegen schärfere Deklarationspflicht  http://t.co/sDcuTocahT  http://t.co/FAyxdqrAMd
440803501472776192 2014-03-04 11:58:39 +0100 <bionetz_ch> Bio Suisse zu aktuellen Landwirtschaftsinitiativen (Ernährungssicherheit und Lebensmittelh...  http://t.co/6IZxBHoWdg
440422942699433984 2014-03-03 10:46:26 +0100 <bionetz_ch> Preisdifferenz zwischen Bio- und Nicht-Bioprodukten ist 2013 etwas kleiner  http://t.co/cI0LkeYUMy
439329732094885888 2014-02-28 10:22:25 +0100 <bionetz_ch> Deutschlands beste Bio-Läden 2014 auf der BioFach gekürt  http://t.co/NsCZ5jAvnN
439022492527902720 2014-02-27 14:01:33 +0100 <bionetz_ch> Neuer Öbu-Geschäftsleiter  http://t.co/lVP08burFt
438306563015843840 2014-02-25 14:36:42 +0100 <bionetz_ch> Coop-Gruppe ist nachhaltig erfolgreich  http://t.co/jI4PVacK1w
437876522742198272 2014-02-24 10:07:53 +0100 <bionetz_ch> 25 Jahre BIOFACH – «Organic 3.0» und die Zukunft der Biobewegung  http://t.co/Lv4X13X52o
437567991954554880 2014-02-23 13:41:53 +0100 <bionetz_ch> Biobaumwollpionier Patrick Hohmann gewinnt den Schweizer Nachhaltigkeitspreis prix eco.swi...  http://t.co/7dlghR8vZa
436850273789960192 2014-02-21 14:09:56 +0100 <bionetz_ch> Coop-Gruppe mit dabei bei neuer strategischen Allianz CORE  http://t.co/hzz9tHTxRu
436423476040458240 2014-02-20 09:53:59 +0100 <bionetz_ch> eco.festival (ehem. NATUR) – Schweizer Begegnungsplattform für Nachhaltigkeit – eröffnet a...  http://t.co/APDrtpZZJ6  http://t.co/8bkE3Ke8I5
436060414888390656 2014-02-19 09:51:19 +0100 <bionetz_ch> MundusVini BIOFACH 2014: 6x Gold für Delinat-Weine  http://t.co/j3SEAV7gQV  http://t.co/yOvQTvImko
436060414305378304 2014-02-19 09:51:19 +0100 <bionetz_ch> MundusVini BIOFACH 2014: 6x Gold für Delinat-Weine  http://t.co/Md1xGyQy9A  http://t.co/V9CyXZ60Xk
435701780677410816 2014-02-18 10:06:14 +0100 <bionetz_ch> Prämierter Nachwuchs der Öko-Branche  http://t.co/KhCYJCVMDB
435365029127659520 2014-02-17 11:48:06 +0100 <bionetz_ch> BIOFACH 2015: Die Niederlande sind Land des Jahres  http://t.co/u09m7GRoi1  http://t.co/WepZR8Vn1J
435017225276489728 2014-02-16 12:46:03 +0100 <bionetz_ch> BIOFACH und VIVANESS 2014: 42`000 Besucher zum 25. Jubiläum der Weltleitmesse  http://t.co/N3LNryniDS  http://t.co/Y4jcAWVO13
433225993055387648 2014-02-11 14:08:20 +0100 <bionetz_ch> Das FiBL mit vielen neuen Zahlen an der BIOFACH 2014  http://t.co/jcGSzFaTjg
433180218803904512 2014-02-11 11:06:26 +0100 <bionetz_ch> BIOFACH 2014: Weltleitmesse feiert 25. Jubiläum  http://t.co/39RzsIrAzj
432785480921657344 2014-02-10 08:57:54 +0100 <bionetz_ch> Neue Fairtrade-Labelprogramme – Marktdurchbruch oder Verwässerung?  http://t.co/XZNxRaC6my
432781400002273280 2014-02-10 08:41:41 +0100 <bionetz_ch> Qualitätsprämierung von Bio Suisse - Jetzt anmelden!  http://t.co/je3V6m0q4D
431746283255390208 2014-02-07 12:08:30 +0100 <bionetz_ch> Wechsel auf der Bio Suisse-Medienstelle  http://t.co/My8dXHFcrK
431715488557985792 2014-02-07 10:06:08 +0100 <bionetz_ch> SIPPO Pavilion BIOFACH 2014 - Innovation Tour for organic ingredients  http://t.co/iRbLzn7JSs  http://t.co/goyxOnWDOA
431019730674401280 2014-02-05 12:01:26 +0100 <bionetz_ch> VIVANESS 2014: Gute Gründe für den Besuch der BIOFACH-Partnermesse  http://t.co/47EZHbfwUo
430711916042792961 2014-02-04 15:38:17 +0100 <bionetz_ch> BIOFACH 2014: Gute Gründe für den Messebesuch  http://t.co/WTpopnGqC8
430308820712435712 2014-02-03 12:56:32 +0100 <bionetz_ch> WWF Bildungszentrum: Neues Kursprogramm!  http://t.co/CDkbrEsE72
429277828002353152 2014-01-31 16:39:44 +0100 <bionetz_ch> Marktbericht Bio: Milchpreis 2013 mit Sommerhoch  http://t.co/5T6DHWr7oe
428815533317054464 2014-01-30 10:02:44 +0100 <bionetz_ch> Grüne lancieren Lebensmittel-Initiative  http://t.co/VmVb9zvpbe
428083972758061056 2014-01-28 09:35:47 +0100 <bionetz_ch> Fair Trade: Neue Labelprogramme - neue Absatzmärkte  http://t.co/8OG0hgzOW1  http://t.co/TQmIEWmPEc
428074147538042880 2014-01-28 08:56:44 +0100 <bionetz_ch> Globale Biozertifizierung: Suche nach einfachen Lösungen für komplexe Herausforderungen  http://t.co/uIpM6PIXJr  http://t.co/HQ2H0GIbao
427711023370752002 2014-01-27 08:53:49 +0100 <bionetz_ch> Demeter und SEKEM feiern 90 Jahre biologisch-dynamische Landwirtschaft - und 37 Jahre Pion...  http://t.co/PNRnY4WU49
427711023362367488 2014-01-27 08:53:49 +0100 <bionetz_ch> Demeter und SEKEM feiern 90 Jahre biologisch-dynamische Landwirtschaft - und 37 Jahre Pion...  http://t.co/AHT05aFmV0
426643529168076800 2014-01-24 10:11:58 +0100 <bionetz_ch> Interesse an Bioweinen steigt – kommen auch Sie auf den Geschmack  http://t.co/kwXs5PtpsB  http://t.co/FQoABSebQN
426643529025458176 2014-01-24 10:11:58 +0100 <bionetz_ch> Interesse an Bioweinen steigt – kommen auch Sie auf den Geschmack  http://t.co/563Eq5Wlhm  http://t.co/qWUU3UWSZT
426384215278899200 2014-01-23 17:01:33 +0100 <bionetz_ch> Das eco.festival in Basel präsentiert: Ideen für eine zukunftsfähige Schweiz  http://t.co/TDjpEQxWtP
425897420321742848 2014-01-22 08:47:12 +0100 <bionetz_ch> Manor und Bio Suisse verstärken Zusammenarbeit  http://t.co/yLyptQtItn
425566556924678144 2014-01-21 10:52:28 +0100 <bionetz_ch> Grossdemo zur Eröffnung der Grünen Woche (Berlin)  http://t.co/tktCyeCCyV  http://t.co/iwhFhy8Xpy
425200528478715904 2014-01-20 10:38:00 +0100 <bionetz_ch> EU will Gentechnik im Honig verbergen  http://t.co/UGgCghooMa
